Loại giao dịch,Thành phố,Quận/huyện,Loại hình đất,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Ngày đăng,crawl_date,Giá,Đơn vị(Mức giá)
Bán,Hồ Chí Minh,Quận 9,Căn hộ chung cư,"2,5 tỷ",80.0,2.0,2,,Đông - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,2.5,tỷ
Bán,Hồ Chí Minh,Thủ Đức,Căn hộ chung cư,"45,9 triệu/m²",69.0,2.0,2,,Đông,Nam,,,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,45.9,triệu/m²
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,10 tỷ,65.0,,,,Đông - Nam,,5.0,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,10.0,tỷ
Bán,Đà Nẵng,Sơn Trà,Nhà mặt phố,"14,6 triệu/m²",3.852,,,,,,45.0,,,,2025-06-05,2025-12-30,14.6,triệu/m²
Bán,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,Thỏa thuận,150.0,4.0,2,,Tây - Nam,Đông - Bắc,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,,
Bán,Hà Nội,Hoàng Mai,Căn hộ chung cư,78 triệu/m²,45.0,1.0,1,,Nam,Đông - Nam,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,78.0,triệu/m²
Bán,Hà Nội,Nam Từ Liêm,"Chung cư mini, căn hộ","9,4 tỷ",40.0,8.0,8,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,9.4,tỷ
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,"2,7 tỷ",45.0,1.0,1,,Đông - Nam,Tây - Bắc,,,,Đầy đủ,2025-06-05,2025-12-30,2.7,tỷ
Bán,Long An,Bến Lức,Đất nền,10 tỷ,175.0,,,,Nam,,5.0,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,10.0,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,"8,3 tỷ",43.0,1.0,1,,Đông,Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,8.3,tỷ
Bán,Hồ Chí Minh,Quận 2,Căn hộ chung cư,10 tỷ,67.0,2.0,2,,Tây - Bắc,Đông - Nam,,,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,10.0,tỷ
Bán,Bà Rịa Vũng Tàu,Vũng Tàu,"Chung cư mini, căn hộ","3,5 tỷ",32.0,1.0,1,,,,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,3.5,tỷ
Bán,Hà Nội,Gia Lâm,Căn hộ chung cư,"4,13 tỷ",74.0,2.0,2,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,4.13,tỷ
Bán,Hồ Chí Minh,Quận 2,Căn hộ chung cư,"20,5 tỷ",139.0,3.0,3,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,2025-06-05,2025-12-30,20.5,tỷ
Bán,Bình Dương,Thuận An,Căn hộ chung cư,37 triệu/m²,51.0,1.0,1,,Đông - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,37.0,triệu/m²
Bán,Đồng Nai,Nhơn Trạch,Shophouse,8 tỷ,117.65,3.0,2,3,Đông - Nam,Đông - Nam,34.0,80.0,Hợp đồng mua bán,Không nội thất,2025-06-05,2025-12-30,8.0,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,Thỏa thuận,40.84,1.0,1,,,,,,,,2025-06-05,2025-12-30,,
Bán,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư,"5,9 tỷ",93.0,2.0,2,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ.,2025-06-05,2025-12-30,5.9,tỷ
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,Thỏa thuận,71.8,2.0,2,,,Đông - Nam,,,Hợp đồng mua bán,Nội thất cao cấp,2025-06-05,2025-12-30,,
Bán,Hồ Chí Minh,Quận 9,Căn hộ chung cư,"2,02 tỷ",47.0,1.0,1,,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,2.02,tỷ
Bán,Hồ Chí Minh,Thủ Đức,Căn hộ chung cư,4 tỷ,65.0,2.0,2,,,,,,Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,4.0,tỷ
Bán,Long An,Đức Hòa,Nhà biệt thự,"4,5 tỷ",60.0,,,4,,,,,,,2025-06-05,2025-12-30,4.5,tỷ
Bán,Hồ Chí Minh,Gò Vấp,Nhà riêng,"6,55 tỷ",83.8,6.0,6,3,,,,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,6.55,tỷ
Bán,Long An,Đức Hòa,Nhà biệt thự,Thỏa thuận,60.0,4.0,3,,Nam,Nam,5.0,60.0,Hợp đồng mua bán,,2025-06-05,2025-12-30,,
Bán,Hà Nội,Đan Phượng,Nhà biệt thự,"16,8 tỷ",104.0,,,,,,8.0,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,16.8,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,6 tỷ,80.0,3.0,3,,Đông,Đông,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,6.0,tỷ
Bán,Bình Dương,Thuận An,Căn hộ chung cư,"2,35 tỷ",51.0,1.0,1,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản.,2025-06-05,2025-12-30,2.35,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,31 triệu/m²,46.0,2.0,1,,Tây - Bắc,Đông - Nam,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,31.0,triệu/m²
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,6 tỷ,79.0,3.0,3,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,6.0,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,"4,8 tỷ",60.0,2.0,2,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,4.8,tỷ
Bán,Hồ Chí Minh,Quận 9,Nhà biệt thự,Thỏa thuận,250.0,3.0,4,5,,,8.0,30.0,Hợp đồng mua bán,,2025-06-05,2025-12-30,,
Bán,Bình Dương,Thuận An,Căn hộ chung cư,"2,4 tỷ",88.0,2.0,2,,Tây,Tây,,,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, 4 máy lạnh, TV, tủ lạnh, bếp từ, máy giặt, lò vi sóng,... vào ở ngay",2025-06-05,2025-12-30,2.4,tỷ
Bán,Hà Nội,Thanh Xuân,Căn hộ chung cư,7 tỷ,72.0,2.0,2,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,7.0,tỷ
Bán,Hồ Chí Minh,Quận 9,Căn hộ chung cư,Thỏa thuận,90.0,3.0,,,,,,,,,2025-06-05,2025-12-30,,
Bán,Hà Nội,Đan Phượng,Nhà biệt thự,150 triệu/m²,88.0,,,,,,,,,,2025-06-05,2025-12-30,150.0,triệu/m²
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,"3,4 tỷ",61.8,2.0,2,,,,,,Sổ đỏ/ Sổ hồng,Full nội thất liền tường cao cấp,2025-06-05,2025-12-30,3.4,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,5 tỷ,76.0,2.0,2,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,5.0,tỷ
Bán,Hồ Chí Minh,Quận 9,Căn hộ chung cư,"2,8 tỷ",59.0,2.0,2,,,,,,,,2025-06-05,2025-12-30,2.8,tỷ
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,"10,2 tỷ",98.0,,,,,,6.0,,Sổ đỏ/ Sổ hồng.,Không nội thất.,2025-06-05,2025-12-30,10.2,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,"4,1 tỷ",67.0,2.0,2,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,4.1,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,Thỏa thuận,65.0,2.0,2,,Đông - Nam,Tây - Bắc,,,Hợp đồng mua bán.,"Cơ bản bàn giao nội thất cao cấp: Hafele, Toto, An Cường,...",2025-06-05,2025-12-30,,
Bán,Đồng Nai,Long Thành,Bán đất,259 tỷ,10.83,,,,,,100.0,30.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,259.0,tỷ
Bán,Thái Nguyên,Phổ Yên,Đất nền,4 tỷ,137.5,,,,Nam,,10.0,22.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,4.0,tỷ
Bán,Hà Nội,Hoàng Mai,Căn hộ chung cư,"4,8 tỷ",72.0,3.0,2,,,,,,,,2025-06-05,2025-12-30,4.8,tỷ
Bán,Hà Nội,Long Biên,Căn hộ chung cư,68 triệu,101.0,,,,Bắc,Nam,,,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,68.0,triệu
Bán,Hà Nội,Đan Phượng,Nhà biệt thự,25 tỷ,120.0,,,4,Đông - Nam,Đông - Nam,8.0,13.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,25.0,tỷ
Bán,Hồ Chí Minh,Củ Chi,Kho,"42,89 tỷ",6.929,,,,,,30.0,8.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,42.89,tỷ
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,"6,7 tỷ",77.8,2.0,,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,6.7,tỷ
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,"3,6 tỷ",62.2,2.0,2,,,Tây - Nam,,,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,3.6,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,"1,5 tỷ",52.0,2.0,2,,Đông - Nam,Đông - Nam,,,Hợp đồng mua bán.,Cơ bản.,2025-06-05,2025-12-30,1.5,tỷ
Bán,Hồ Chí Minh,Quận 2,Căn hộ chung cư,"6,85 tỷ",72.0,2.0,2,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,6.85,tỷ
Bán,Hồ Chí Minh,Tân Phú,Căn hộ chung cư,"5,99 tỷ",86.8,2.0,2,,Bắc,Nam,,,Hợp đồng mua bán,Đầy đủ.,2025-06-05,2025-12-30,5.99,tỷ
Bán,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,Thỏa thuận,116.0,3.0,2,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,,
Bán,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,130 triệu/m²,80.0,,,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,130.0,triệu/m²
Bán,Hà Nội,Gia Lâm,Căn hộ chung cư,"2,45 tỷ",48.0,1.0,1,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,2.45,tỷ
Bán,Hà Nội,Gia Lâm,Căn hộ chung cư,"4,2 tỷ",73.0,2.0,2,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,4.2,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,"4,5 tỷ",68.8,2.0,2,,,,,,Hợp đồng mua bán,,2025-06-05,2025-12-30,4.5,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,"4,5 tỷ",68.0,2.0,2,,,,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,4.5,tỷ
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,Thỏa thuận,65.0,,,,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,2025-06-05,2025-12-30,,
Bán,Hà Nội,Đông Anh,Nhà biệt thự,23 tỷ,75.0,4.0,4,5,Đông - Nam,,5.0,20.0,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,23.0,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,2 tỷ,55.6,2.0,1,,,Tây - Nam,,,,Cơ bản.,2025-06-05,2025-12-30,2.0,tỷ
Bán,Hà Nội,Sơn Tây,Bán đất,38 triệu/m²,200.0,,,,Đông - Bắc,,,7.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,38.0,triệu/m²
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,4 tỷ,70.0,2.0,2,,Tây - Bắc,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,4.0,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,"1,45 tỷ",46.5,2.0,1,,Đông - Nam,Đông - Nam,,,,,2025-06-05,2025-12-30,1.45,tỷ
Bán,Hà Nội,Đông Anh,Nhà biệt thự,23 tỷ,75.0,4.0,4,5,Đông - Nam,Tây - Bắc,5.0,17.0,Hợp đồng mua bán,,2025-06-05,2025-12-30,23.0,tỷ
Bán,Hà Nội,Hà Đông,Nhà biệt thự,25 tỷ,114.0,,,,,,,,,,2025-06-05,2025-12-30,25.0,tỷ
Bán,Long An,Đức Hòa,Nhà biệt thự,Thỏa thuận,60.0,,,,,,,,,,2025-06-05,2025-12-30,,
Bán,Hà Nội,Đan Phượng,Nhà biệt thự,"15,8 tỷ",96.0,,,,,,,,,,2025-06-05,2025-12-30,15.8,tỷ
Bán,Hà Nội,Nam Từ Liêm,Căn hộ chung cư,Thỏa thuận,149.0,4.0,3,,Đông - Bắc,Tây - Nam,,,,Đầy đủ,2025-06-05,2025-12-30,,
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,Thỏa thuận,70.0,2.0,2,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,,
Bán,Bình Dương,Thuận An,Căn hộ chung cư,"1,5 tỷ",46.0,2.0,1,,,,,,Hợp đồng mua bán,,2025-06-05,2025-12-30,1.5,tỷ
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,"3,8 tỷ",62.0,2.0,2,,,,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,3.8,tỷ
Bán,Hà Nội,Quốc Oai,Bán đất,"8,8 triệu/m²",1.51,,,,,,,,Sổ đỏ,,2025-06-05,2025-12-30,8.8,triệu/m²
Bán,Hồ Chí Minh,Quận 3,Nhà riêng,"6,2 tỷ",82.0,2.0,2,,Tây,,,,Sổ đỏ/ Sổ hồng,Cơ bản.,2025-06-05,2025-12-30,6.2,tỷ
Bán,Khánh Hòa,Ninh Hòa,Bán đất,35 triệu/m²,160.0,,,,,,,,,,2025-06-05,2025-12-30,35.0,triệu/m²
Bán,Hồ Chí Minh,Quận 2,Căn hộ chung cư,"14,9 tỷ",92.0,2.0,2,,Đông,Đông - Bắc,,,Hợp đồng mua bán,Trang bị nội thất cơ bản,2025-06-05,2025-12-30,14.9,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,"4,5 tỷ",66.0,2.0,2,,Bắc,Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,4.5,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,3 tỷ,69.7,2.0,2,,,Tây - Bắc,,,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,3.0,tỷ
Bán,Đà Nẵng,Sơn Trà,Căn hộ chung cư,55 triệu/m²,72.0,2.0,2,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,55.0,triệu/m²
Bán,Hà Nội,Gia Lâm,Căn hộ chung cư,"2,34 tỷ",43.0,1.0,1,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,2.34,tỷ
Bán,Bà Rịa Vũng Tàu,Vũng Tàu,Nhà biệt thự,Thỏa thuận,308.0,5.0,5,5,,,,60.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,,
Bán,Hồ Chí Minh,Quận 7,Căn hộ chung cư,10 tỷ,80.0,2.0,2,,,,,,Hợp đồng mua bán,,2025-06-05,2025-12-30,10.0,tỷ
Bán,Hà Nội,Thanh Xuân,Nhà riêng,Thỏa thuận,50.0,10.0,10,6,,,,,Sổ đỏ/ Sổ hồng,"Đầy đủ tiện nghi như giường, tủ lạnh, máy giặt...",2025-06-05,2025-12-30,,
Bán,Hà Nội,Hai Bà Trưng,Nhà riêng,"16,5 tỷ",60.0,14.0,14,7,,,5.0,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,16.5,tỷ
Bán,Hưng Yên,Văn Giang,Căn hộ chung cư,"2,6 tỷ",48.0,2.0,1,,Tây - Bắc,Đông - Nam,,,Hợp đồng mua bán,Đầy đủ,2025-06-05,2025-12-30,2.6,tỷ
Bán,Hải Phòng,Hải An,Nhà biệt thự,18 tỷ,256.89,,,3,Đông,,14.0,15.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,18.0,tỷ
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,"14,4 tỷ",91.0,,,,Đông - Nam,,,,VBCN,,2025-06-05,2025-12-30,14.4,tỷ
Bán,Hồ Chí Minh,Quận 9,Căn hộ chung cư,"3,35 tỷ",59.3,2.0,,,,,,,Hợp đồng mua bán,,2025-06-05,2025-12-30,3.35,tỷ
Bán,Hà Nội,Nam Từ Liêm,Nhà riêng,"22,5 tỷ",111.0,18.0,19,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,22.5,tỷ
Bán,Hải Phòng,Cát Hải,Condotel,Thỏa thuận,35.0,1.0,1,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,,
Bán,Long An,Đức Hòa,Đất nền,"1,59 tỷ",64.0,,,,Nam,,4.0,12.0,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,1.59,tỷ
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,47 tỷ,210.0,,,,,Tây,15.0,15.0,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,47.0,tỷ
Bán,Hưng Yên,Văn Giang,Nhà biệt thự,"9,1 tỷ",64.0,,,,,,,,VBCN,,2025-06-05,2025-12-30,9.1,tỷ
Bán,Hà Nội,Đông Anh,Nhà biệt thự,"20,5 tỷ",63.0,4.0,3,4,Tây - Nam,Tây - Nam,8.0,8.0,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,20.5,tỷ
Bán,Hà Nội,Đông Anh,Nhà biệt thự,"22,5 tỷ",80.0,5.0,3,5,Đông - Bắc,Đông - Bắc,5.0,13.0,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,22.5,tỷ
Bán,Hà Nội,Đan Phượng,Nhà biệt thự,174 triệu/m²,141.8,,,4,Tây - Bắc,,8.0,,Hợp đồng mua bán,Không nội thất,2025-06-05,2025-12-30,174.0,triệu/m²
Bán,Hà Nội,Hoàng Mai,Nhà riêng,33 tỷ,128.0,,,,,,,,,,2025-06-05,2025-12-30,33.0,tỷ
Bán,Hà Nội,Hai Bà Trưng,Nhà riêng,"28,5 tỷ",67.0,6.0,,6,,,,,,,2025-06-05,2025-12-30,28.5,tỷ
Bán,Hồ Chí Minh,Thủ Đức,Nhà riêng,"6,95 tỷ",65.0,2.0,2,3,Đông - Nam,Đông - Nam,4.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,6.95,tỷ
Bán,Hà Nội,Hai Bà Trưng,Nhà riêng,43 tỷ,86.0,,,5,,,5.0,,Sổ đỏ,Nội thất sang trọng.,2025-06-05,2025-12-30,43.0,tỷ
Bán,Hà Nội,Hai Bà Trưng,Nhà riêng,"28,5 tỷ",95.0,8.0,,5,,,,,Sổ đỏ,Nội thất cao cấp.,2025-06-05,2025-12-30,28.5,tỷ
Bán,Hà Nội,Hai Bà Trưng,Nhà riêng,45 tỷ,92.0,3.0,,7,,,,,Sổ đỏ,,2025-06-05,2025-12-30,45.0,tỷ
Bán,Bình Dương,Dĩ An,Căn hộ chung cư,Thỏa thuận,80.0,2.0,2,,,,,,,,2025-06-05,2025-12-30,,
Bán,Hà Nội,Hai Bà Trưng,"Chung cư mini, căn hộ",18 tỷ,80.0,20.0,16,,,,,,Sổ đỏ/ Sổ hồng,,2025-06-05,2025-12-30,18.0,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,Thỏa thuận,50.0,2.0,2,,,,,,Sổ đỏ/ Sổ hồng,Bàn giao nội thất liền tường cao cấp.,2025-06-05,2025-12-30,,
Bán,Hà Nam,Phủ Lý,Nhà biệt thự,"5,2 tỷ",60.0,6.0,6,5,Đông - Nam,Đông - Nam,4.0,,Hợp đồng mua bán,Không nội thất,2025-06-05,2025-12-30,5.2,tỷ
Bán,Đồng Nai,Biên Hòa,Nhà biệt thự,"10,6 tỷ",200.0,3.0,3,3,Đông - Bắc,Đông - Bắc,10.0,14.0,Hợp đồng mua bán,,2025-06-05,2025-12-30,10.6,tỷ
Bán,Hà Nội,Đống Đa,"Chung cư mini, căn hộ","17,3 tỷ",70.0,,,,Đông - Nam,Đông - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,2025-06-05,2025-12-30,17.3,tỷ
Bán,Hưng Yên,Văn Giang,Căn hộ chung cư,"3,19 tỷ",58.7,2.0,2,,,,,,Hợp đồng mua bán,Cơ bản,2025-06-05,2025-12-30,3.19,tỷ
Bán,Đà Nẵng,Hải Châu,Căn hộ chung cư,Thỏa thuận,70.8,2.0,2,,,Nam,,,Sổ đỏ/ Sổ hồng,Cơ bản,2025-06-05,2025-12-30,,
Cho thuê,Hồ Chí Minh,Thủ Đức,Căn hộ chung cư,9 triệu/tháng,75.0,1.0,1,,,,,,,,2025-06-05,2025-12-30,9.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Thủ Đức,Căn hộ chung cư,"9,5 triệu/tháng",70.0,2.0,2,,,,,,,,2025-06-05,2025-12-30,9.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,"17,5 triệu/tháng",76.0,2.0,2,,Tây,Đông,,,,Đầy đủ,2025-06-05,2025-12-30,17.5,triệu/tháng
Cho thuê,Hưng Yên,Văn Giang,Nhà biệt thự,80 triệu/tháng,210.0,,,5,Bắc,Bắc,15.0,15.0,,,2025-06-05,2025-12-30,80.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Căn hộ chung cư,90 triệu/tháng,145.88,4.0,4,,,,,,,Đầy đủ,2025-06-05,2025-12-30,90.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 7,Căn hộ chung cư,18 triệu/tháng,80.0,2.0,2,,,,,,,Đầy đủ,2025-06-05,2025-12-30,18.0,triệu/tháng
Cho thuê,Hà Nội,Nam Từ Liêm,Kho,Thỏa thuận,10.0,,,,,,,,,,2025-06-05,2025-12-30,,
Cho thuê,Hồ Chí Minh,Bình Thạnh,Văn phòng,47 triệu/tháng,303.0,,,,,,,,,,2025-06-05,2025-12-30,47.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Văn phòng,250 nghìn/m²,50.0,,,,Đông - Bắc,,,,,"Đầy đủ nội thất của 1 office chuẩn, máy lạnh, thang máy, máy phát điện.",2025-06-05,2025-12-30,250.0,nghìn/m²
Cho thuê,Hồ Chí Minh,Quận 1,Văn phòng,"4,5 triệu/tháng",10.0,,2,,,,,10.0,,Đầy đủ,2025-06-05,2025-12-30,4.5,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Nhà mặt phố,125 triệu/tháng,190.0,13.0,8,7,,,,16.0,,Cao cấp.,2025-06-05,2025-12-30,125.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Tân Bình,Văn phòng,261 nghìn/m²,165.0,,7,7,Bắc,Bắc,8.0,,,Cơ bản.,2025-06-05,2025-12-30,261.0,nghìn/m²
Cho thuê,Hà Nội,Nam Từ Liêm,Văn phòng,300 nghìn/m²,280.0,,,,,,,,,,2025-06-05,2025-12-30,300.0,nghìn/m²
Cho thuê,Long An,Cần Giuộc,Kho,Thỏa thuận,3.0,,,,,,,,Đầy đủ,,2025-06-05,2025-12-30,,
Cho thuê,Hồ Chí Minh,Tân Bình,Văn phòng,420 nghìn/m²,220.0,,,,,,,,,,2025-06-05,2025-12-30,420.0,nghìn/m²
Cho thuê,Hà Nội,Tây Hồ,Nhà mặt phố,300 triệu/tháng,210.0,,,5,,,16.0,,,"Trang bị đầy đủ: Thang máy, hệ thống PCCC, vệ sinh hoàn thiện thiết bị Toto",2025-06-05,2025-12-30,300.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư,18 triệu/tháng,89.0,2.0,2,,Đông,Đông - Nam,,,,Cơ bản.,2025-06-05,2025-12-30,18.0,triệu/tháng
Cho thuê,Hà Nội,Cầu Giấy,Văn phòng,290 nghìn/m²,140.0,,2,,,,12.0,,,,2025-06-05,2025-12-30,290.0,nghìn/m²
Cho thuê,Hưng Yên,Văn Giang,Kho,65 nghìn/m²,500.0,,,,,,,,,,2025-06-05,2025-12-30,65.0,nghìn/m²
Cho thuê,Hà Nội,Thanh Oai,Kho,Thỏa thuận,500.0,,,,,,,,,,2025-06-05,2025-12-30,,
Cho thuê,Hà Nội,Đống Đa,Nhà mặt phố,55 triệu/tháng,60.0,,,6,,,,,,,2025-06-05,2025-12-30,55.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Bình Thạnh,Văn phòng,340 nghìn/m²,303.0,,3,,Tây,Tây,40.0,40.0,,Cơ bản,2025-06-05,2025-12-30,340.0,nghìn/m²
Cho thuê,Hồ Chí Minh,Quận 1,Căn hộ chung cư,35 triệu/tháng,110.0,3.0,2,,Đông - Bắc,,,,,Đầy đủ.,2025-06-05,2025-12-30,35.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 1,Căn hộ chung cư,19 triệu/tháng,50.0,1.0,1,,,,,,,"- Nội thất: Đầy đủ tiện nghi với sofa, bàn ăn, giường, bàn, tivi. - Máy lạnh, tủ lạnh, máy nước nóng, máy giặt.",2025-06-05,2025-12-30,19.0,triệu/tháng
Cho thuê,Hà Nội,Long Biên,Kho,14 triệu/tháng,200.0,,,,,,,,,,2025-06-05,2025-12-30,14.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 10,Căn hộ chung cư,17 triệu/tháng,61.0,2.0,2,,,,,,,NTCB.,2025-06-05,2025-12-30,17.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Quận 10,Căn hộ chung cư,17 triệu/tháng,87.0,2.0,2,,,,,,,Cơ bản,2025-06-05,2025-12-30,17.0,triệu/tháng
Cho thuê,Hồ Chí Minh,Gò Vấp,Văn phòng,5 triệu/tháng,25.0,,1,,,,,12.0,,Cơ bản,2025-06-05,2025-12-30,5.0,triệu/tháng
